Fri Apr 23 16:10:32 2021    output.dat

         899508 function calls (875517 primitive calls) in 1.082 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      138    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:91(callee)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\defusedxml\common.py:102(iterparse)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\stylesheet.py:154(_normalise_numbers)
        8    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\plyparser.py:116(_create_param_rules)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\cpython\heapq.py:4(<module>)
       12    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\binding\value.py:198(type)
       65    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:670(<listcomp>)
      112    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:190(classes_and_not_datetimelike)
       40    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1187(needs_i8_conversion)
       95    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\inline_closurecall.py:1466(<listcomp>)
        1    0.000    0.000    0.006    0.006 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:4(<module>)
       30    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1743(validate_all_hashable)
       14    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:971(__str__)
      165    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       17    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:1184(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\colors.py:233(SchemeColor)
       14    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\copy.py:258(_reconstruct)
       36    0.000    0.000    0.016    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:661(descr)
       20    0.000    0.000    0.005    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\lowering.py:1315(incref)
       40    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:238(_is_implicit_new_block)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\Documents\代刚\Data\Data.py:80(reset)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\cpython\iterators.py:1(<module>)
       28    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\itanium_mangler.py:133(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:433(__delitem__)
       12    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:755(copy)
       75    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:1041(is_temp)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\ply\lex.py:34(<module>)
       13    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\sre_compile.py:432(_generate_overlap_table)
       30    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\flags.py:47(__init__)
       27    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3737(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\pivot.py:1(<module>)
       11    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:45(bitcast)
       47    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:789(function)
       36    0.000    0.000    0.016    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:668(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\table.py:226(MemberProperty)
       62    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\interpreter.py:71(get_assignment_source)
        3    0.000    0.000    0.003    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\arrayobj.py:469(setitem_array)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\binding\targets.py:9(get_process_triple)
       18    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\numpy_support.py:329(_ufunc_loop_sig)
       45    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
    14/12    0.000    0.000    0.004    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\consts.py:24(infer_constant)
       25    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\_collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\axis.py:142(DisplayUnitsLabel)
        1    0.000    0.000    0.011    0.011 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\reader\drawings.py:1(<module>)
        5    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\decorators.py:191(wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\lowering.py:23(__init__)
      168    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:689(align)
       60    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:31(__init__)
       25    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:65(int)
       10    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:1394(adapt_state_infos)
        1    0.000    0.000    0.002    0.002 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:58(__init__)
       78    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\os.py:693(__iter__)
        6    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\context.py:319(resolve_setitem)
      110    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\templates.py:42(return_type)
       38    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\templates.py:275(get_impl_key)
      104    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\cell_style.py:29(__set__)
        1    0.000    0.000    0.003    0.003 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\connector.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\ply\yacc.py:62(<module>)
       12    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\inspect.py:2627(args)
       41    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       12    0.000    0.000    0.079    0.007 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\context.py:151(refresh)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\untyped_passes.py:570(run_pass)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\packaging\extended.py:37(ExtendedProperties)
       54    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\types.py:294(__eq__)
       28    0.000    0.000    0.006    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\context.py:187(resolve_function_type)
        3    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\callconv.py:478(get_function_type)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\table.py:196(Table)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\pie_chart.py:2(<module>)
       11    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\zipfile.py:1048(close)
       12    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\builder.py:160(wrapped)
        7    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\lowering.py:668(fold_call_args)
       18    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\interpreter.py:991(op_LOAD_FAST)
       50    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\bytecode.py:72(__init__)
        1    0.000    0.000    0.002    0.002 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\line_chart.py:2(<module>)
       36    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\pprint.py:99(_safe_tuple)
      193    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\templates.py:883(make_intrinsic_template)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\scipy\_lib\_util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:431(__call__)
       19    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typed_passes.py:646(_do_work_expr)
        1    0.000    0.000    0.018    0.018 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\__init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\line.py:3(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\weakref.py:328(__init__)
      136    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\zipfile.py:1217(__init__)
       37    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\templates.py:124(as_function)
        1    0.000    0.000    0.043    0.043 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\cpu.py:197(get_executable)
        1    0.000    0.000    0.022    0.022 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typed_passes.py:97(run_pass)
        1    0.000    0.000    0.002    0.002 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\fonts.py:4(<module>)
       60    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1762(<genexpr>)
       36    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:494(getter)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\defusedxml\ElementTree.py:6(<module>)
     10/8    0.000    0.000    0.004    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\consts.py:56(_do_infer)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\mathdecl.py:115(Math_gcd)
       12    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:465(insert_unique_const)
        8    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:187(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\Documents\代刚/程ㄎて穓碝簍衡猭家舱\Algorithm\Tools.py:39(find_best)
       21    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\cpython\mathimpl.py:139(unary_math_extern)
       17    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\binding\context.py:13(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:700(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\untyped_passes.py:162(run_pass)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\untyped_passes.py:1433(run_pass)
        1    0.000    0.000    0.007    0.007 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\defined_name.py:3(<module>)
       22    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\weakref.py:395(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\enum.py:171(<setcomp>)
       69    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:3598(_get_na_values)
       36    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:209(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\external_link\external.py:4(<module>)
       12    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:456(as_argument)
       18    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\header_footer.py:93(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\comments\shape_writer.py:3(<module>)
       36    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\cpython\randomimpl.py:30(const_int)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\types.py:431(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\fills.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\cache.py:975(CacheDefinition)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:50(Workbook)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\serialisable.py:3(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\colors.py:3(<module>)
       51    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\bytecode.py:148(_patched_opargs)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\callconv.py:454(_get_return_status)
       28    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:503(<listcomp>)
       28    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:245(__set__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\cell_style.py:159(CellStyleList)
        1    0.000    0.000    0.035    0.035 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\_3d.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\scipy\linalg\__init__.py:216(<listcomp>)
       64    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:611(entry_basic_block)
        9    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\cgutils.py:173(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\analysis.py:575(find_literally_calls)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\series.py:67(Series)
      143    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\pprint.py:92(__lt__)
       11    0.000    0.000    0.003    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\rewrites\static_getitem.py:13(match)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\misc\gdb_hook.py:1(<module>)
       26    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
        1    0.000    0.000    0.488    0.488 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\__init__.py:4(<module>)
